CompensationRequestFieldId,CompensationRequestId,FieldName,FieldValue,CompensationRequestFieldStateId,CreatedAt
13294,2659,ExceptionType,SmtpException,3,2025-05-21
13295,2659,CorrelationId,696515-2659,3,2025-05-21
13296,2660,Feature,CreateLocalidadCommandHandler,3,2025-11-21
13297,2660,SucursalId,422,3,2025-11-21
13298,2660,UserId,84,3,2025-11-21
13299,2660,ExceptionType,ArgumentException,3,2025-11-21
13300,2660,CorrelationId,923804-2660,3,2025-11-21
13301,2661,Feature,CreateUserCommandHandler,3,2025-10-17
13302,2661,SucursalId,762,3,2025-10-17
13303,2661,UserId,115,3,2025-10-17
13304,2661,ExceptionType,DbUpdateException,3,2025-10-17
13305,2661,CorrelationId,260900-2661,3,2025-10-17
13306,2662,Feature,VerifyEmailCommandHandler,3,2024-07-05
13307,2662,SucursalId,91,3,2024-07-05
13308,2662,UserId,36,3,2024-07-05
13309,2662,ExceptionType,InvalidOperationException,3,2024-07-05
13310,2662,CorrelationId,292950-2662,3,2024-07-05
13311,2663,Feature,VerifyEmailCommandHandler,3,2026-06-27
13312,2663,SucursalId,492,3,2026-06-27
13313,2663,UserId,91,3,2026-06-27
13314,2663,ExceptionType,DbUpdateException,3,2026-06-27
13315,2663,CorrelationId,979943-2663,3,2026-06-27
13316,2664,Feature,CreateUserCommandHandler,3,2026-01-07
13317,2664,SucursalId,424,3,2026-01-07
13318,2664,UserId,102,3,2026-01-07
13319,2664,ExceptionType,ArgumentException,3,2026-01-07
13320,2664,CorrelationId,386277-2664,3,2026-01-07
13321,2665,Feature,VerifyEmailCommandHandler,3,2024-03-12
13322,2665,SucursalId,190,3,2024-03-12
13323,2665,UserId,15,3,2024-03-12
13324,2665,ExceptionType,SmtpException,3,2024-03-12
13325,2665,CorrelationId,148484-2665,3,2024-03-12
13326,2666,Feature,UpdateSucursalCommandHandler,3,2025-07-12
13327,2666,SucursalId,147,3,2025-07-12
13328,2666,UserId,144,3,2025-07-12
13329,2666,ExceptionType,ArgumentException,3,2025-07-12
13330,2666,CorrelationId,116925-2666,3,2025-07-12
13331,2667,Feature,UpdateSucursalCommandHandler,3,2025-09-26
13332,2667,SucursalId,621,3,2025-09-26
13333,2667,UserId,49,3,2025-09-26
13334,2667,ExceptionType,InvalidOperationException,3,2025-09-26
13335,2667,CorrelationId,736858-2667,3,2025-09-26
13336,2668,Feature,VerifyEmailCommandHandler,3,2025-10-15
13337,2668,SucursalId,571,3,2025-10-15
13338,2668,UserId,35,3,2025-10-15
13339,2668,ExceptionType,ArgumentException,3,2025-10-15
13340,2668,CorrelationId,583252-2668,3,2025-10-15
13341,2669,Feature,CreateLocalidadCommandHandler,3,2026-04-04
13342,2669,SucursalId,559,3,2026-04-04
13343,2669,UserId,14,3,2026-04-04
13344,2669,ExceptionType,InvalidOperationException,3,2026-04-04
13345,2669,CorrelationId,791253-2669,3,2026-04-04
13346,2670,Feature,CompensationRequestExportQueryHandler,3,2025-11-03
13347,2670,SucursalId,449,3,2025-11-03
13348,2670,UserId,13,3,2025-11-03
13349,2670,ExceptionType,InvalidOperationException,3,2025-11-03
13350,2670,CorrelationId,425796-2670,3,2025-11-03
13351,2671,Feature,EmailService.SendAsync,3,2024-11-06
13352,2671,SucursalId,228,3,2024-11-06
13353,2671,UserId,144,3,2024-11-06
13354,2671,ExceptionType,ArgumentException,3,2024-11-06
13355,2671,CorrelationId,813039-2671,3,2024-11-06
13356,2672,Feature,EmailService.SendAsync,3,2025-08-01
13357,2672,SucursalId,747,3,2025-08-01
13358,2672,UserId,92,3,2025-08-01
13359,2672,ExceptionType,DbUpdateException,3,2025-08-01
13360,2672,CorrelationId,451682-2672,3,2025-08-01
13361,2673,Feature,EmailService.SendAsync,3,2025-08-16
13362,2673,SucursalId,489,3,2025-08-16
13363,2673,UserId,147,3,2025-08-16
13364,2673,ExceptionType,SmtpException,3,2025-08-16
13365,2673,CorrelationId,498797-2673,3,2025-08-16
13366,2674,Feature,UpdateSucursalCommandHandler,3,2025-08-02
13367,2674,SucursalId,753,3,2025-08-02
13368,2674,UserId,115,3,2025-08-02
13369,2674,ExceptionType,SmtpException,3,2025-08-02
13370,2674,CorrelationId,356951-2674,3,2025-08-02
13371,2675,Feature,EmailService.SendAsync,3,2025-10-09
13372,2675,SucursalId,57,3,2025-10-09
13373,2675,UserId,122,3,2025-10-09
13374,2675,ExceptionType,DbUpdateException,3,2025-10-09
13375,2675,CorrelationId,590235-2675,3,2025-10-09
13376,2676,Feature,CreateUserCommandHandler,3,2024-06-30
13377,2676,SucursalId,441,3,2024-06-30
13378,2676,UserId,65,3,2024-06-30
13379,2676,ExceptionType,SmtpException,3,2024-06-30
13380,2676,CorrelationId,210472-2676,3,2024-06-30
13381,2677,Feature,VerifyEmailCommandHandler,3,2024-02-17
13382,2677,SucursalId,560,3,2024-02-17
13383,2677,UserId,23,3,2024-02-17
13384,2677,ExceptionType,SmtpException,3,2024-02-17
13385,2677,CorrelationId,638131-2677,3,2024-02-17
13386,2678,Feature,EmailService.SendAsync,3,2025-02-09
13387,2678,SucursalId,279,3,2025-02-09
13388,2678,UserId,44,3,2025-02-09
13389,2678,ExceptionType,DbUpdateException,3,2025-02-09
13390,2678,CorrelationId,733414-2678,3,2025-02-09
13391,2679,Feature,CreateLocalidadCommandHandler,3,2024-09-17
13392,2679,SucursalId,438,3,2024-09-17
13393,2679,UserId,134,3,2024-09-17
13394,2679,ExceptionType,DbUpdateException,3,2024-09-17
13395,2679,CorrelationId,537348-2679,3,2024-09-17
13396,2680,Feature,VerifyEmailCommandHandler,3,2026-03-30
13397,2680,SucursalId,554,3,2026-03-30
13398,2680,UserId,144,3,2026-03-30
13399,2680,ExceptionType,InvalidOperationException,3,2026-03-30
13400,2680,CorrelationId,829183-2680,3,2026-03-30
13401,2681,Feature,CreateUserCommandHandler,3,2025-11-02
13402,2681,SucursalId,405,3,2025-11-02
13403,2681,UserId,32,3,2025-11-02
13404,2681,ExceptionType,InvalidOperationException,3,2025-11-02
13405,2681,CorrelationId,380866-2681,3,2025-11-02
13406,2682,Feature,UpdateSucursalCommandHandler,3,2025-04-25
13407,2682,SucursalId,506,3,2025-04-25
13408,2682,UserId,127,3,2025-04-25
13409,2682,ExceptionType,InvalidOperationException,3,2025-04-25
13410,2682,CorrelationId,762320-2682,3,2025-04-25
13411,2683,Feature,UpdateSucursalCommandHandler,3,2025-09-16
13412,2683,SucursalId,79,3,2025-09-16
13413,2683,UserId,8,3,2025-09-16
13414,2683,ExceptionType,InvalidOperationException,3,2025-09-16
13415,2683,CorrelationId,200453-2683,3,2025-09-16
13416,2684,Feature,CreateSucursalCommandHandler,3,2025-05-28
13417,2684,SucursalId,594,3,2025-05-28
13418,2684,UserId,62,3,2025-05-28
13419,2684,ExceptionType,DbUpdateException,3,2025-05-28
13420,2684,CorrelationId,259281-2684,3,2025-05-28
13421,2685,Feature,EmailService.SendAsync,3,2024-08-09
13422,2685,SucursalId,299,3,2024-08-09
13423,2685,UserId,18,3,2024-08-09
13424,2685,ExceptionType,ArgumentException,3,2024-08-09
13425,2685,CorrelationId,722484-2685,3,2024-08-09
13426,2686,Feature,CreateSucursalCommandHandler,3,2025-07-20
13427,2686,SucursalId,126,3,2025-07-20
13428,2686,UserId,63,3,2025-07-20
13429,2686,ExceptionType,SmtpException,3,2025-07-20
13430,2686,CorrelationId,607412-2686,3,2025-07-20
13431,2687,Feature,CreateLocalidadCommandHandler,3,2024-07-10
13432,2687,SucursalId,101,3,2024-07-10
13433,2687,UserId,63,3,2024-07-10
13434,2687,ExceptionType,SmtpException,3,2024-07-10
13435,2687,CorrelationId,609563-2687,3,2024-07-10
13436,2688,Feature,CreateSucursalCommandHandler,3,2025-10-12
13437,2688,SucursalId,707,3,2025-10-12
13438,2688,UserId,2,3,2025-10-12
13439,2688,ExceptionType,ArgumentException,3,2025-10-12
13440,2688,CorrelationId,585400-2688,3,2025-10-12
13441,2689,Feature,CreateUserCommandHandler,3,2025-01-20
13442,2689,SucursalId,317,3,2025-01-20
13443,2689,UserId,76,3,2025-01-20
13444,2689,ExceptionType,InvalidOperationException,3,2025-01-20
13445,2689,CorrelationId,369671-2689,3,2025-01-20
13446,2690,Feature,CompensationRequestExportQueryHandler,3,2024-08-11
13447,2690,SucursalId,75,3,2024-08-11
13448,2690,UserId,96,3,2024-08-11
13449,2690,ExceptionType,DbUpdateException,3,2024-08-11
13450,2690,CorrelationId,853698-2690,3,2024-08-11
13451,2691,Feature,BulkCreateSucursalesCommandHandler,3,2025-05-19
13452,2691,SucursalId,733,3,2025-05-19
13453,2691,UserId,15,3,2025-05-19
13454,2691,ExceptionType,SmtpException,3,2025-05-19
13455,2691,CorrelationId,111319-2691,3,2025-05-19
13456,2692,Feature,UpdateSucursalCommandHandler,3,2024-05-16
13457,2692,SucursalId,55,3,2024-05-16
13458,2692,UserId,66,3,2024-05-16
13459,2692,ExceptionType,InvalidOperationException,3,2024-05-16
13460,2692,CorrelationId,788692-2692,3,2024-05-16
13461,2693,Feature,CreateUserCommandHandler,3,2026-01-20
13462,2693,SucursalId,657,3,2026-01-20
13463,2693,UserId,146,3,2026-01-20
13464,2693,ExceptionType,InvalidOperationException,3,2026-01-20
13465,2693,CorrelationId,978051-2693,3,2026-01-20
13466,2694,Feature,CreateSucursalCommandHandler,3,2024-07-28
13467,2694,SucursalId,615,3,2024-07-28
13468,2694,UserId,96,3,2024-07-28
13469,2694,ExceptionType,InvalidOperationException,3,2024-07-28
13470,2694,CorrelationId,286592-2694,3,2024-07-28
13471,2695,Feature,UpdateSucursalCommandHandler,3,2024-09-28
13472,2695,SucursalId,729,3,2024-09-28
13473,2695,UserId,48,3,2024-09-28
13474,2695,ExceptionType,SmtpException,3,2024-09-28
13475,2695,CorrelationId,267958-2695,3,2024-09-28
13476,2696,Feature,UpdateSucursalCommandHandler,3,2025-01-04
13477,2696,SucursalId,115,3,2025-01-04
13478,2696,UserId,57,3,2025-01-04
13479,2696,ExceptionType,ArgumentException,3,2025-01-04
13480,2696,CorrelationId,557863-2696,3,2025-01-04
13481,2697,Feature,UpdateSucursalCommandHandler,3,2025-04-23
13482,2697,SucursalId,396,3,2025-04-23
13483,2697,UserId,43,3,2025-04-23
13484,2697,ExceptionType,ArgumentException,3,2025-04-23
13485,2697,CorrelationId,206445-2697,3,2025-04-23
13486,2698,Feature,BulkCreateSucursalesCommandHandler,3,2026-02-06
13487,2698,SucursalId,480,3,2026-02-06
13488,2698,UserId,111,3,2026-02-06
13489,2698,ExceptionType,SmtpException,3,2026-02-06
13490,2698,CorrelationId,872648-2698,3,2026-02-06
13491,2699,Feature,CreateLocalidadCommandHandler,3,2024-05-18
13492,2699,SucursalId,194,3,2024-05-18
13493,2699,UserId,86,3,2024-05-18
13494,2699,ExceptionType,SmtpException,3,2024-05-18
13495,2699,CorrelationId,369053-2699,3,2024-05-18
13496,2700,Feature,CreateSucursalCommandHandler,3,2026-02-11
13497,2700,SucursalId,42,3,2026-02-11
13498,2700,UserId,44,3,2026-02-11
13499,2700,ExceptionType,DbUpdateException,3,2026-02-11
13500,2700,CorrelationId,187733-2700,3,2026-02-11
13501,2701,Feature,CreateLocalidadCommandHandler,3,2025-05-09
13502,2701,SucursalId,290,3,2025-05-09
13503,2701,UserId,6,3,2025-05-09
13504,2701,ExceptionType,DbUpdateException,3,2025-05-09
13505,2701,CorrelationId,930410-2701,3,2025-05-09
13506,2702,Feature,BulkCreateSucursalesCommandHandler,3,2024-07-21
13507,2702,SucursalId,29,3,2024-07-21
13508,2702,UserId,88,3,2024-07-21
13509,2702,ExceptionType,SmtpException,3,2024-07-21
13510,2702,CorrelationId,438010-2702,3,2024-07-21
13511,2703,Feature,CreateLocalidadCommandHandler,3,2026-03-25
13512,2703,SucursalId,299,3,2026-03-25
13513,2703,UserId,141,3,2026-03-25
13514,2703,ExceptionType,SmtpException,3,2026-03-25
13515,2703,CorrelationId,613160-2703,3,2026-03-25
13516,2704,Feature,VerifyEmailCommandHandler,3,2025-04-02
13517,2704,SucursalId,625,3,2025-04-02
13518,2704,UserId,116,3,2025-04-02
13519,2704,ExceptionType,SmtpException,3,2025-04-02
13520,2704,CorrelationId,151916-2704,3,2025-04-02
13521,2705,Feature,CreateUserCommandHandler,3,2026-01-21
13522,2705,SucursalId,403,3,2026-01-21
13523,2705,UserId,116,3,2026-01-21
13524,2705,ExceptionType,DbUpdateException,3,2026-01-21
13525,2705,CorrelationId,791933-2705,3,2026-01-21
13526,2706,Feature,CreateUserCommandHandler,3,2024-10-28
13527,2706,SucursalId,736,3,2024-10-28
13528,2706,UserId,84,3,2024-10-28
13529,2706,ExceptionType,ArgumentException,3,2024-10-28
13530,2706,CorrelationId,621719-2706,3,2024-10-28
13531,2707,Feature,CompensationRequestExportQueryHandler,3,2024-06-16
13532,2707,SucursalId,562,3,2024-06-16
13533,2707,UserId,36,3,2024-06-16
13534,2707,ExceptionType,ArgumentException,3,2024-06-16
13535,2707,CorrelationId,223527-2707,3,2024-06-16
13536,2708,Feature,UpdateSucursalCommandHandler,3,2026-05-17
13537,2708,SucursalId,111,3,2026-05-17
13538,2708,UserId,93,3,2026-05-17
13539,2708,ExceptionType,InvalidOperationException,3,2026-05-17
13540,2708,CorrelationId,166281-2708,3,2026-05-17
13541,2709,Feature,CreateUserCommandHandler,3,2026-04-26
13542,2709,SucursalId,32,3,2026-04-26
13543,2709,UserId,137,3,2026-04-26
13544,2709,ExceptionType,ArgumentException,3,2026-04-26
13545,2709,CorrelationId,747968-2709,3,2026-04-26
13546,2710,Feature,VerifyEmailCommandHandler,3,2025-09-02
13547,2710,SucursalId,323,3,2025-09-02
13548,2710,UserId,103,3,2025-09-02
13549,2710,ExceptionType,ArgumentException,3,2025-09-02
13550,2710,CorrelationId,169356-2710,3,2025-09-02
13551,2711,Feature,VerifyEmailCommandHandler,3,2025-11-21
13552,2711,SucursalId,737,3,2025-11-21
13553,2711,UserId,20,3,2025-11-21
13554,2711,ExceptionType,SmtpException,3,2025-11-21
13555,2711,CorrelationId,151405-2711,3,2025-11-21
13556,2712,Feature,CompensationRequestExportQueryHandler,3,2025-11-15
13557,2712,SucursalId,570,3,2025-11-15
13558,2712,UserId,131,3,2025-11-15
13559,2712,ExceptionType,InvalidOperationException,3,2025-11-15
13560,2712,CorrelationId,761394-2712,3,2025-11-15
13561,2713,Feature,VerifyEmailCommandHandler,3,2025-11-04
13562,2713,SucursalId,756,3,2025-11-04
13563,2713,UserId,115,3,2025-11-04
13564,2713,ExceptionType,ArgumentException,3,2025-11-04
13565,2713,CorrelationId,422862-2713,3,2025-11-04
13566,2714,Feature,CreateUserCommandHandler,3,2025-10-11
13567,2714,SucursalId,64,3,2025-10-11
13568,2714,UserId,148,3,2025-10-11
13569,2714,ExceptionType,ArgumentException,3,2025-10-11
13570,2714,CorrelationId,889644-2714,3,2025-10-11
13571,2715,Feature,EmailService.SendAsync,3,2026-05-14
13572,2715,SucursalId,476,3,2026-05-14
13573,2715,UserId,103,3,2026-05-14
13574,2715,ExceptionType,SmtpException,3,2026-05-14
13575,2715,CorrelationId,536305-2715,3,2026-05-14
13576,2716,Feature,VerifyEmailCommandHandler,3,2024-03-13
13577,2716,SucursalId,99,3,2024-03-13
13578,2716,UserId,8,3,2024-03-13
13579,2716,ExceptionType,ArgumentException,3,2024-03-13
13580,2716,CorrelationId,695847-2716,3,2024-03-13
13581,2717,Feature,VerifyEmailCommandHandler,3,2024-06-05
13582,2717,SucursalId,495,3,2024-06-05
13583,2717,UserId,20,3,2024-06-05
13584,2717,ExceptionType,ArgumentException,3,2024-06-05
13585,2717,CorrelationId,235199-2717,3,2024-06-05
13586,2718,Feature,CreateSucursalCommandHandler,3,2026-06-24
13587,2718,SucursalId,236,3,2026-06-24
13588,2718,UserId,90,3,2026-06-24
13589,2718,ExceptionType,DbUpdateException,3,2026-06-24
13590,2718,CorrelationId,574078-2718,3,2026-06-24
13591,2719,Feature,UpdateSucursalCommandHandler,3,2025-05-31
13592,2719,SucursalId,747,3,2025-05-31
13593,2719,UserId,49,3,2025-05-31
13594,2719,ExceptionType,ArgumentException,3,2025-05-31
13595,2719,CorrelationId,747253-2719,3,2025-05-31
13596,2720,Feature,UpdateSucursalCommandHandler,3,2024-12-27
13597,2720,SucursalId,578,3,2024-12-27
13598,2720,UserId,135,3,2024-12-27
13599,2720,ExceptionType,SmtpException,3,2024-12-27
13600,2720,CorrelationId,921916-2720,3,2024-12-27
13601,2721,Feature,UpdateSucursalCommandHandler,3,2024-08-29
13602,2721,SucursalId,635,3,2024-08-29
13603,2721,UserId,44,3,2024-08-29
13604,2721,ExceptionType,InvalidOperationException,3,2024-08-29
13605,2721,CorrelationId,325402-2721,3,2024-08-29
13606,2722,Feature,CreateSucursalCommandHandler,3,2025-10-05
13607,2722,SucursalId,31,3,2025-10-05
13608,2722,UserId,66,3,2025-10-05
13609,2722,ExceptionType,InvalidOperationException,3,2025-10-05
13610,2722,CorrelationId,703273-2722,3,2025-10-05
13611,2723,Feature,VerifyEmailCommandHandler,3,2025-05-30
13612,2723,SucursalId,547,3,2025-05-30
13613,2723,UserId,74,3,2025-05-30
13614,2723,ExceptionType,DbUpdateException,3,2025-05-30
13615,2723,CorrelationId,241888-2723,3,2025-05-30
13616,2724,Feature,CreateUserCommandHandler,3,2025-11-24
13617,2724,SucursalId,694,3,2025-11-24
13618,2724,UserId,101,3,2025-11-24
13619,2724,ExceptionType,InvalidOperationException,3,2025-11-24
13620,2724,CorrelationId,844607-2724,3,2025-11-24
13621,2725,Feature,EmailService.SendAsync,3,2024-09-02
13622,2725,SucursalId,171,3,2024-09-02
13623,2725,UserId,104,3,2024-09-02
13624,2725,ExceptionType,SmtpException,3,2024-09-02
13625,2725,CorrelationId,361020-2725,3,2024-09-02
13626,2726,Feature,CreateUserCommandHandler,3,2024-12-07
13627,2726,SucursalId,400,3,2024-12-07
13628,2726,UserId,1,3,2024-12-07
13629,2726,ExceptionType,InvalidOperationException,3,2024-12-07
13630,2726,CorrelationId,159266-2726,3,2024-12-07
13631,2727,Feature,CreateUserCommandHandler,3,2026-05-22
13632,2727,SucursalId,120,3,2026-05-22
13633,2727,UserId,16,3,2026-05-22
13634,2727,ExceptionType,DbUpdateException,3,2026-05-22
13635,2727,CorrelationId,824730-2727,3,2026-05-22
13636,2728,Feature,CreateUserCommandHandler,3,2026-06-17
13637,2728,SucursalId,182,3,2026-06-17
13638,2728,UserId,88,3,2026-06-17
13639,2728,ExceptionType,SmtpException,3,2026-06-17
13640,2728,CorrelationId,322067-2728,3,2026-06-17
13641,2729,Feature,EmailService.SendAsync,3,2025-02-14
13642,2729,SucursalId,200,3,2025-02-14
13643,2729,UserId,56,3,2025-02-14
13644,2729,ExceptionType,DbUpdateException,3,2025-02-14
13645,2729,CorrelationId,581684-2729,3,2025-02-14
13646,2730,Feature,CreateLocalidadCommandHandler,3,2024-02-02
13647,2730,SucursalId,209,3,2024-02-02
13648,2730,UserId,79,3,2024-02-02
13649,2730,ExceptionType,DbUpdateException,3,2024-02-02
13650,2730,CorrelationId,254453-2730,3,2024-02-02
13651,2731,Feature,VerifyEmailCommandHandler,3,2024-03-27
13652,2731,SucursalId,582,3,2024-03-27
13653,2731,UserId,76,3,2024-03-27
13654,2731,ExceptionType,DbUpdateException,3,2024-03-27
13655,2731,CorrelationId,601273-2731,3,2024-03-27
13656,2732,Feature,BulkCreateSucursalesCommandHandler,3,2025-10-18
13657,2732,SucursalId,641,3,2025-10-18
13658,2732,UserId,46,3,2025-10-18
13659,2732,ExceptionType,SmtpException,3,2025-10-18
13660,2732,CorrelationId,349180-2732,3,2025-10-18
13661,2733,Feature,UpdateSucursalCommandHandler,3,2025-06-01
13662,2733,SucursalId,418,3,2025-06-01
13663,2733,UserId,32,3,2025-06-01
13664,2733,ExceptionType,DbUpdateException,3,2025-06-01
13665,2733,CorrelationId,888981-2733,3,2025-06-01
13666,2734,Feature,VerifyEmailCommandHandler,3,2025-05-17
13667,2734,SucursalId,183,3,2025-05-17
13668,2734,UserId,74,3,2025-05-17
13669,2734,ExceptionType,SmtpException,3,2025-05-17
13670,2734,CorrelationId,281958-2734,3,2025-05-17
13671,2735,Feature,CreateUserCommandHandler,3,2024-09-16
13672,2735,SucursalId,784,3,2024-09-16
13673,2735,UserId,96,3,2024-09-16
13674,2735,ExceptionType,ArgumentException,3,2024-09-16
13675,2735,CorrelationId,477627-2735,3,2024-09-16
13676,2736,Feature,CreateLocalidadCommandHandler,3,2024-09-02
13677,2736,SucursalId,378,3,2024-09-02
13678,2736,UserId,67,3,2024-09-02
13679,2736,ExceptionType,InvalidOperationException,3,2024-09-02
13680,2736,CorrelationId,998243-2736,3,2024-09-02
13681,2737,Feature,CreateUserCommandHandler,3,2024-10-11
13682,2737,SucursalId,477,3,2024-10-11
13683,2737,UserId,87,3,2024-10-11
13684,2737,ExceptionType,InvalidOperationException,3,2024-10-11
13685,2737,CorrelationId,372708-2737,3,2024-10-11
13686,2738,Feature,CreateSucursalCommandHandler,3,2024-11-28
13687,2738,SucursalId,258,3,2024-11-28
13688,2738,UserId,36,3,2024-11-28
13689,2738,ExceptionType,DbUpdateException,3,2024-11-28
13690,2738,CorrelationId,350202-2738,3,2024-11-28
13691,2739,Feature,EmailService.SendAsync,3,2026-01-30
13692,2739,SucursalId,211,3,2026-01-30
13693,2739,UserId,79,3,2026-01-30
13694,2739,ExceptionType,ArgumentException,3,2026-01-30
13695,2739,CorrelationId,381701-2739,3,2026-01-30
13696,2740,Feature,EmailService.SendAsync,3,2025-10-09
13697,2740,SucursalId,387,3,2025-10-09
13698,2740,UserId,7,3,2025-10-09
13699,2740,ExceptionType,SmtpException,3,2025-10-09
13700,2740,CorrelationId,354117-2740,3,2025-10-09
13701,2741,Feature,BulkCreateSucursalesCommandHandler,3,2026-02-06
13702,2741,SucursalId,532,3,2026-02-06
13703,2741,UserId,17,3,2026-02-06
13704,2741,ExceptionType,ArgumentException,3,2026-02-06
13705,2741,CorrelationId,504496-2741,3,2026-02-06
13706,2742,Feature,VerifyEmailCommandHandler,3,2024-12-12
13707,2742,SucursalId,359,3,2024-12-12
13708,2742,UserId,22,3,2024-12-12
13709,2742,ExceptionType,ArgumentException,3,2024-12-12
13710,2742,CorrelationId,207348-2742,3,2024-12-12
13711,2743,Feature,UpdateSucursalCommandHandler,3,2024-04-20
13712,2743,SucursalId,426,3,2024-04-20
13713,2743,UserId,21,3,2024-04-20
13714,2743,ExceptionType,ArgumentException,3,2024-04-20
13715,2743,CorrelationId,101727-2743,3,2024-04-20
13716,2744,Feature,CompensationRequestExportQueryHandler,3,2024-09-17
13717,2744,SucursalId,636,3,2024-09-17
13718,2744,UserId,143,3,2024-09-17
13719,2744,ExceptionType,SmtpException,3,2024-09-17
13720,2744,CorrelationId,927538-2744,3,2024-09-17
13721,2745,Feature,UpdateSucursalCommandHandler,3,2026-05-30
13722,2745,SucursalId,62,3,2026-05-30
13723,2745,UserId,45,3,2026-05-30
13724,2745,ExceptionType,SmtpException,3,2026-05-30
13725,2745,CorrelationId,183831-2745,3,2026-05-30
13726,2746,Feature,VerifyEmailCommandHandler,3,2024-09-27
13727,2746,SucursalId,38,3,2024-09-27
13728,2746,UserId,96,3,2024-09-27
13729,2746,ExceptionType,SmtpException,3,2024-09-27
13730,2746,CorrelationId,899916-2746,3,2024-09-27
13731,2747,Feature,CompensationRequestExportQueryHandler,3,2025-01-24
13732,2747,SucursalId,34,3,2025-01-24
13733,2747,UserId,42,3,2025-01-24
13734,2747,ExceptionType,ArgumentException,3,2025-01-24
13735,2747,CorrelationId,399806-2747,3,2025-01-24
13736,2748,Feature,VerifyEmailCommandHandler,3,2024-03-27
13737,2748,SucursalId,658,3,2024-03-27
13738,2748,UserId,4,3,2024-03-27
13739,2748,ExceptionType,InvalidOperationException,3,2024-03-27
13740,2748,CorrelationId,983098-2748,3,2024-03-27
13741,2749,Feature,EmailService.SendAsync,3,2025-05-15
13742,2749,SucursalId,593,3,2025-05-15
13743,2749,UserId,91,3,2025-05-15
13744,2749,ExceptionType,DbUpdateException,3,2025-05-15
13745,2749,CorrelationId,277898-2749,3,2025-05-15
13746,2750,Feature,VerifyEmailCommandHandler,3,2025-06-15
13747,2750,SucursalId,676,3,2025-06-15
13748,2750,UserId,83,3,2025-06-15
13749,2750,ExceptionType,SmtpException,3,2025-06-15
13750,2750,CorrelationId,323703-2750,3,2025-06-15
13751,2751,Feature,UpdateSucursalCommandHandler,3,2026-02-10
13752,2751,SucursalId,349,3,2026-02-10
13753,2751,UserId,8,3,2026-02-10
13754,2751,ExceptionType,DbUpdateException,3,2026-02-10
13755,2751,CorrelationId,623147-2751,3,2026-02-10
13756,2752,Feature,CreateUserCommandHandler,3,2025-05-04
13757,2752,SucursalId,445,3,2025-05-04
13758,2752,UserId,114,3,2025-05-04
13759,2752,ExceptionType,SmtpException,3,2025-05-04
13760,2752,CorrelationId,427032-2752,3,2025-05-04
13761,2753,Feature,CreateUserCommandHandler,3,2026-01-07
13762,2753,SucursalId,106,3,2026-01-07
13763,2753,UserId,138,3,2026-01-07
13764,2753,ExceptionType,ArgumentException,3,2026-01-07
13765,2753,CorrelationId,909375-2753,3,2026-01-07
13766,2754,Feature,CreateSucursalCommandHandler,3,2024-10-14
13767,2754,SucursalId,445,3,2024-10-14
13768,2754,UserId,88,3,2024-10-14
13769,2754,ExceptionType,InvalidOperationException,3,2024-10-14
13770,2754,CorrelationId,656520-2754,3,2024-10-14
13771,2755,Feature,EmailService.SendAsync,3,2024-12-30
13772,2755,SucursalId,633,3,2024-12-30
13773,2755,UserId,4,3,2024-12-30
13774,2755,ExceptionType,InvalidOperationException,3,2024-12-30
13775,2755,CorrelationId,474578-2755,3,2024-12-30
13776,2756,Feature,EmailService.SendAsync,3,2024-11-10
13777,2756,SucursalId,335,3,2024-11-10
13778,2756,UserId,125,3,2024-11-10
13779,2756,ExceptionType,InvalidOperationException,3,2024-11-10
13780,2756,CorrelationId,191302-2756,3,2024-11-10
13781,2757,Feature,EmailService.SendAsync,3,2024-02-28
13782,2757,SucursalId,389,3,2024-02-28
13783,2757,UserId,36,3,2024-02-28
13784,2757,ExceptionType,DbUpdateException,3,2024-02-28
13785,2757,CorrelationId,979189-2757,3,2024-02-28
13786,2758,Feature,CreateSucursalCommandHandler,3,2025-11-02
13787,2758,SucursalId,354,3,2025-11-02
13788,2758,UserId,72,3,2025-11-02
13789,2758,ExceptionType,DbUpdateException,3,2025-11-02
13790,2758,CorrelationId,163842-2758,3,2025-11-02
13791,2759,Feature,CreateUserCommandHandler,3,2025-05-28
13792,2759,SucursalId,383,3,2025-05-28
13793,2759,UserId,104,3,2025-05-28
13794,2759,ExceptionType,DbUpdateException,3,2025-05-28
13795,2759,CorrelationId,265127-2759,3,2025-05-28
13796,2760,Feature,CompensationRequestExportQueryHandler,3,2026-03-31
13797,2760,SucursalId,458,3,2026-03-31
13798,2760,UserId,10,3,2026-03-31
13799,2760,ExceptionType,SmtpException,3,2026-03-31
13800,2760,CorrelationId,814923-2760,3,2026-03-31
13801,2761,Feature,CreateUserCommandHandler,3,2025-01-06
13802,2761,SucursalId,574,3,2025-01-06
13803,2761,UserId,65,3,2025-01-06
13804,2761,ExceptionType,InvalidOperationException,3,2025-01-06
13805,2761,CorrelationId,446300-2761,3,2025-01-06
13806,2762,Feature,VerifyEmailCommandHandler,3,2024-03-18
13807,2762,SucursalId,607,3,2024-03-18
13808,2762,UserId,118,3,2024-03-18
13809,2762,ExceptionType,ArgumentException,3,2024-03-18
13810,2762,CorrelationId,186288-2762,3,2024-03-18
13811,2763,Feature,UpdateSucursalCommandHandler,3,2025-11-06
13812,2763,SucursalId,604,3,2025-11-06
