CompensationRequestErrorId,CompensationRequestId,ErrorId,Description,CreatedAt
1905,1905,2,Token expirado,2025-02-06
1906,1906,3,Localidad inexistente,2026-04-19
1907,1907,1,DbUpdateException,2024-01-06
1908,1908,1,SMTP timeout,2026-02-04
1909,1909,3,Localidad inexistente,2024-02-24
1910,1910,2,DbUpdateException,2025-03-01
1911,1911,1,Email inválido,2024-03-30
1912,1912,3,CSV export format not supported,2025-11-27
1913,1913,2,CSV export format not supported,2024-09-27
1914,1914,3,SocialNetworkId inválido,2026-01-12
1915,1915,3,DbUpdateException,2024-01-22
1916,1916,3,SMTP timeout,2025-10-06
1917,1917,1,Token expirado,2025-10-04
1918,1918,1,Email inválido,2024-01-16
1919,1919,2,SMTP timeout,2026-04-04
1920,1920,3,SMTP timeout,2025-08-20
1921,1921,3,Email inválido,2024-09-20
1922,1922,3,DbUpdateException,2024-04-25
1923,1923,2,CSV export format not supported,2024-01-25
1924,1924,3,Validation failed,2024-12-22
1925,1925,2,SMTP timeout,2024-02-23
1926,1926,1,Validation failed,2024-08-29
1927,1927,2,SMTP timeout,2024-07-13
1928,1928,2,Token expirado,2026-02-27
1929,1929,3,DbUpdateException,2024-12-20
1930,1930,1,CSV export format not supported,2024-03-06
1931,1931,3,SocialNetworkId inválido,2024-12-29
1932,1932,1,Localidad inexistente,2026-05-20
1933,1933,3,DbUpdateException,2026-01-30
1934,1934,3,CSV export format not supported,2026-05-08
1935,1935,1,Token expirado,2024-06-24
1936,1936,1,Localidad inexistente,2024-01-03
1937,1937,2,CSV export format not supported,2026-04-29
1938,1938,3,Token expirado,2024-03-08
1939,1939,1,DbUpdateException,2025-01-07
1940,1940,3,Localidad inexistente,2024-05-11
1941,1941,1,SMTP timeout,2025-04-07
1942,1942,3,Email inválido,2024-07-13
1943,1943,3,SocialNetworkId inválido,2026-02-24
1944,1944,3,CSV export format not supported,2025-03-08
1945,1945,2,SocialNetworkId inválido,2024-01-02
1946,1946,1,DbUpdateException,2024-09-27
1947,1947,2,SMTP timeout,2026-01-16
1948,1948,1,Token expirado,2024-05-12
1949,1949,2,SocialNetworkId inválido,2025-08-09
1950,1950,3,Localidad inexistente,2024-06-12
1951,1951,2,DbUpdateException,2025-10-25
1952,1952,3,Token expirado,2024-06-27
1953,1953,3,Token expirado,2024-04-28
1954,1954,3,Validation failed,2024-07-04
1955,1955,3,DbUpdateException,2025-06-28
1956,1956,1,SocialNetworkId inválido,2026-02-16
1957,1957,3,Token expirado,2025-12-20
1958,1958,2,SocialNetworkId inválido,2025-02-20
1959,1959,2,SMTP timeout,2025-12-26
1960,1960,2,CSV export format not supported,2025-02-02
1961,1961,1,Email inválido,2025-11-06
1962,1962,1,Validation failed,2024-01-08
1963,1963,2,SocialNetworkId inválido,2025-12-04
1964,1964,3,SMTP timeout,2026-05-07
1965,1965,1,Token expirado,2026-03-12
1966,1966,2,SocialNetworkId inválido,2025-10-20
1967,1967,2,Localidad inexistente,2024-08-28
1968,1968,2,DbUpdateException,2024-08-30
1969,1969,1,SMTP timeout,2024-04-22
1970,1970,3,SocialNetworkId inválido,2025-10-31
1971,1971,2,Localidad inexistente,2025-08-16
1972,1972,2,CSV export format not supported,2025-06-02
1973,1973,3,DbUpdateException,2025-05-03
1974,1974,3,CSV export format not supported,2025-10-29
1975,1975,1,Validation failed,2024-01-27
1976,1976,2,Email inválido,2026-01-02
1977,1977,3,Email inválido,2025-07-21
1978,1978,1,SocialNetworkId inválido,2024-07-19
1979,1979,1,SMTP timeout,2024-09-25
1980,1980,3,Email inválido,2024-10-26
1981,1981,1,Localidad inexistente,2025-04-07
1982,1982,2,DbUpdateException,2024-09-14
1983,1983,1,SocialNetworkId inválido,2025-04-26
1984,1984,3,Validation failed,2024-05-31
1985,1985,1,Localidad inexistente,2024-06-06
1986,1986,2,DbUpdateException,2025-03-05
1987,1987,3,Token expirado,2024-12-06
1988,1988,3,Email inválido,2025-05-13
1989,1989,2,DbUpdateException,2026-05-28
1990,1990,3,Validation failed,2024-07-01
1991,1991,1,Token expirado,2025-12-03
1992,1992,1,Localidad inexistente,2025-04-13
1993,1993,3,DbUpdateException,2024-02-27
1994,1994,3,Email inválido,2024-04-27
1995,1995,3,Localidad inexistente,2025-01-21
1996,1996,2,SMTP timeout,2024-06-12
1997,1997,2,Localidad inexistente,2025-04-19
1998,1998,3,SMTP timeout,2026-01-22
1999,1999,3,SocialNetworkId inválido,2025-12-10
2000,2000,2,SMTP timeout,2024-09-21
2001,2001,3,Validation failed,2025-08-04
2002,2002,2,CSV export format not supported,2024-12-16
2003,2003,2,Validation failed,2025-07-03
2004,2004,2,CSV export format not supported,2026-06-07
2005,2005,3,SMTP timeout,2025-02-12
2006,2006,1,CSV export format not supported,2024-05-02
2007,2007,3,Email inválido,2024-12-08
2008,2008,2,SocialNetworkId inválido,2025-04-28
2009,2009,3,SMTP timeout,2026-06-20
2010,2010,2,Localidad inexistente,2025-01-17
2011,2011,2,Localidad inexistente,2025-07-23
2012,2012,2,CSV export format not supported,2026-06-12
2013,2013,2,Email inválido,2024-02-26
2014,2014,2,DbUpdateException,2025-03-29
2015,2015,3,Localidad inexistente,2024-04-03
2016,2016,1,Localidad inexistente,2025-07-22
2017,2017,1,SMTP timeout,2024-10-22
2018,2018,3,DbUpdateException,2026-06-25
2019,2019,3,DbUpdateException,2025-03-08
2020,2020,3,SMTP timeout,2025-01-27
2021,2021,3,DbUpdateException,2024-04-25
2022,2022,3,CSV export format not supported,2024-09-01
2023,2023,3,Localidad inexistente,2025-06-30
2024,2024,3,Localidad inexistente,2026-02-24
2025,2025,2,DbUpdateException,2026-01-10
2026,2026,2,DbUpdateException,2026-04-19
2027,2027,1,Email inválido,2024-09-18
2028,2028,3,SocialNetworkId inválido,2024-05-28
2029,2029,3,DbUpdateException,2025-06-14
2030,2030,1,Validation failed,2024-08-15
2031,2031,3,Localidad inexistente,2025-11-05
2032,2032,3,SMTP timeout,2024-06-07
2033,2033,2,SocialNetworkId inválido,2026-04-26
2034,2034,3,CSV export format not supported,2025-11-30
2035,2035,2,CSV export format not supported,2025-08-20
2036,2036,2,Token expirado,2024-09-25
2037,2037,3,CSV export format not supported,2024-05-27
2038,2038,3,DbUpdateException,2025-07-08
2039,2039,1,Localidad inexistente,2026-02-15
2040,2040,3,Localidad inexistente,2025-08-18
2041,2041,3,Email inválido,2025-12-13
2042,2042,3,DbUpdateException,2024-06-05
2043,2043,2,Token expirado,2026-03-18
2044,2044,1,CSV export format not supported,2024-05-15
2045,2045,3,SocialNetworkId inválido,2024-09-15
2046,2046,1,Email inválido,2025-10-12
2047,2047,3,SocialNetworkId inválido,2026-06-25
2048,2048,3,Email inválido,2024-11-01
2049,2049,2,CSV export format not supported,2025-07-10
2050,2050,3,Token expirado,2024-03-20
2051,2051,3,Localidad inexistente,2025-03-19
2052,2052,1,Validation failed,2024-05-22
2053,2053,2,SMTP timeout,2025-09-20
2054,2054,1,SocialNetworkId inválido,2026-06-23
2055,2055,3,SocialNetworkId inválido,2025-09-23
2056,2056,2,DbUpdateException,2026-06-07
2057,2057,3,SMTP timeout,2025-03-13
2058,2058,3,Localidad inexistente,2025-01-22
2059,2059,2,Localidad inexistente,2024-08-19
2060,2060,3,CSV export format not supported,2024-08-15
2061,2061,3,CSV export format not supported,2025-10-27
2062,2062,2,Email inválido,2024-08-06
2063,2063,1,CSV export format not supported,2025-10-13
2064,2064,1,Token expirado,2026-02-20
2065,2065,3,Localidad inexistente,2026-03-25
2066,2066,3,Validation failed,2025-07-25
2067,2067,3,Validation failed,2025-02-04
2068,2068,3,SMTP timeout,2025-11-18
2069,2069,2,CSV export format not supported,2025-07-11
2070,2070,3,SMTP timeout,2025-11-24
2071,2071,2,Localidad inexistente,2024-01-25
2072,2072,3,CSV export format not supported,2025-08-12
2073,2073,2,Token expirado,2024-08-17
2074,2074,1,Email inválido,2025-11-20
2075,2075,1,CSV export format not supported,2025-02-17
2076,2076,2,CSV export format not supported,2025-01-25
2077,2077,3,Token expirado,2024-12-14
2078,2078,2,CSV export format not supported,2025-10-06
2079,2079,2,SMTP timeout,2024-10-20
2080,2080,3,SocialNetworkId inválido,2026-04-08
2081,2081,3,SocialNetworkId inválido,2026-06-13
2082,2082,1,Localidad inexistente,2025-12-28
2083,2083,3,DbUpdateException,2024-07-26
2084,2084,3,SMTP timeout,2026-05-28
2085,2085,1,Email inválido,2025-12-20
2086,2086,3,Localidad inexistente,2024-09-13
2087,2087,2,Localidad inexistente,2025-05-04
2088,2088,3,Token expirado,2024-05-19
2089,2089,3,Email inválido,2025-08-31
2090,2090,2,Email inválido,2026-03-31
2091,2091,2,SocialNetworkId inválido,2024-06-29
2092,2092,3,Localidad inexistente,2026-04-19
2093,2093,1,Localidad inexistente,2025-12-25
2094,2094,2,SocialNetworkId inválido,2024-02-05
2095,2095,1,Localidad inexistente,2026-04-08
2096,2096,2,SocialNetworkId inválido,2024-08-10
2097,2097,3,CSV export format not supported,2025-02-12
2098,2098,3,DbUpdateException,2024-04-27
2099,2099,3,Email inválido,2024-09-01
2100,2100,1,Validation failed,2024-01-29
2101,2101,1,SMTP timeout,2024-12-21
2102,2102,1,SocialNetworkId inválido,2025-02-07
2103,2103,3,Email inválido,2026-02-28
2104,2104,2,Localidad inexistente,2024-07-29
2105,2105,3,Email inválido,2025-09-03
2106,2106,2,Localidad inexistente,2025-04-17
2107,2107,2,Email inválido,2024-10-07
2108,2108,2,DbUpdateException,2024-02-01
2109,2109,1,Localidad inexistente,2026-06-15
2110,2110,3,Token expirado,2026-05-21
2111,2111,1,Validation failed,2024-11-19
2112,2112,3,CSV export format not supported,2026-06-01
2113,2113,2,SMTP timeout,2025-12-28
2114,2114,2,DbUpdateException,2025-12-12
2115,2115,2,Email inválido,2025-05-06
2116,2116,1,Token expirado,2024-02-09
2117,2117,2,Localidad inexistente,2024-02-08
2118,2118,3,CSV export format not supported,2026-03-05
2119,2119,3,SocialNetworkId inválido,2024-11-15
2120,2120,1,Validation failed,2024-11-10
2121,2121,3,Token expirado,2026-02-05
2122,2122,3,DbUpdateException,2026-01-29
2123,2123,1,Token expirado,2024-09-30
2124,2124,1,Localidad inexistente,2025-02-24
2125,2125,3,Validation failed,2024-05-20
2126,2126,3,Email inválido,2024-04-11
2127,2127,3,CSV export format not supported,2026-03-15
2128,2128,3,Validation failed,2024-01-31
2129,2129,3,Localidad inexistente,2024-07-12
2130,2130,3,CSV export format not supported,2024-10-05
2131,2131,2,SocialNetworkId inválido,2025-05-13
2132,2132,2,DbUpdateException,2024-10-18
2133,2133,2,Localidad inexistente,2025-03-21
2134,2134,2,Token expirado,2025-04-02
2135,2135,3,SMTP timeout,2024-04-30
2136,2136,3,Localidad inexistente,2024-04-03
2137,2137,3,Token expirado,2024-04-15
2138,2138,3,DbUpdateException,2026-01-26
2139,2139,3,Token expirado,2025-10-02
2140,2140,3,Token expirado,2024-08-06
2141,2141,1,Validation failed,2024-08-01
2142,2142,1,SocialNetworkId inválido,2025-04-28
2143,2143,2,Localidad inexistente,2026-06-30
2144,2144,2,DbUpdateException,2025-03-02
2145,2145,1,Token expirado,2025-08-19
2146,2146,3,SMTP timeout,2026-01-19
2147,2147,3,CSV export format not supported,2025-07-26
2148,2148,1,SMTP timeout,2024-05-30
2149,2149,2,Validation failed,2024-06-16
2150,2150,3,Email inválido,2025-03-16
2151,2151,3,SocialNetworkId inválido,2025-02-23
2152,2152,2,CSV export format not supported,2026-05-01
2153,2153,3,Email inválido,2025-10-08
2154,2154,1,SMTP timeout,2026-06-29
2155,2155,3,Validation failed,2025-03-26
2156,2156,2,CSV export format not supported,2026-06-03
2157,2157,1,SocialNetworkId inválido,2025-01-04
2158,2158,3,Email inválido,2025-08-14
2159,2159,1,Localidad inexistente,2024-07-09
2160,2160,2,Email inválido,2024-06-24
2161,2161,2,Validation failed,2026-02-10
2162,2162,1,Validation failed,2024-12-17
2163,2163,1,Localidad inexistente,2024-12-16
2164,2164,2,Email inválido,2024-08-01
2165,2165,3,CSV export format not supported,2025-02-13
2166,2166,3,SocialNetworkId inválido,2024-06-29
2167,2167,3,Localidad inexistente,2026-02-24
2168,2168,3,Email inválido,2025-11-01
2169,2169,1,Email inválido,2024-08-26
2170,2170,1,CSV export format not supported,2025-10-11
2171,2171,2,SocialNetworkId inválido,2024-08-12
2172,2172,3,DbUpdateException,2024-01-17
2173,2173,3,Token expirado,2024-11-05
2174,2174,2,Token expirado,2025-09-27
2175,2175,3,Token expirado,2025-10-25
2176,2176,3,Email inválido,2025-07-23
2177,2177,1,SocialNetworkId inválido,2025-11-19
2178,2178,3,Token expirado,2025-08-31
2179,2179,2,Localidad inexistente,2024-12-05
2180,2180,2,Validation failed,2024-10-31
2181,2181,3,Token expirado,2025-09-22
2182,2182,1,Token expirado,2025-04-25
2183,2183,2,Email inválido,2025-03-28
2184,2184,2,Validation failed,2024-07-24
2185,2185,2,Localidad inexistente,2025-04-26
2186,2186,3,Email inválido,2025-11-09
2187,2187,1,CSV export format not supported,2025-11-30
2188,2188,2,Email inválido,2024-07-28
2189,2189,1,DbUpdateException,2024-04-08
2190,2190,2,Validation failed,2026-01-14
2191,2191,2,CSV export format not supported,2026-02-26
2192,2192,3,Localidad inexistente,2024-10-13
2193,2193,3,SocialNetworkId inválido,2024-10-26
2194,2194,3,Validation failed,2025-05-17
2195,2195,3,Localidad inexistente,2024-08-06
2196,2196,2,Email inválido,2024-12-05
2197,2197,3,CSV export format not supported,2024-04-02
2198,2198,2,Localidad inexistente,2025-09-12
2199,2199,3,DbUpdateException,2024-09-02
2200,2200,3,DbUpdateException,2024-08-15
2201,2201,1,Validation failed,2024-04-24
2202,2202,1,DbUpdateException,2024-01-06
2203,2203,2,Email inválido,2024-01-01
2204,2204,3,SocialNetworkId inválido,2024-10-09
2205,2205,3,Validation failed,2026-04-11
2206,2206,3,Localidad inexistente,2025-05-29
2207,2207,3,Validation failed,2024-08-09
2208,2208,3,Token expirado,2026-02-06
2209,2209,1,Token expirado,2026-06-15
2210,2210,3,DbUpdateException,2025-07-26
2211,2211,3,Token expirado,2025-02-14
2212,2212,2,CSV export format not supported,2026-04-12
2213,2213,1,SMTP timeout,2025-05-09
2214,2214,3,Localidad inexistente,2026-05-05
2215,2215,3,Email inválido,2025-03-08
2216,2216,3,DbUpdateException,2025-08-13
2217,2217,3,CSV export format not supported,2026-06-12
2218,2218,2,Validation failed,2024-06-07
2219,2219,1,Email inválido,2026-03-18
2220,2220,3,SocialNetworkId inválido,2025-03-15
2221,2221,1,SMTP timeout,2025-10-20
2222,2222,2,SMTP timeout,2024-03-01
2223,2223,3,SocialNetworkId inválido,2026-03-20
2224,2224,2,DbUpdateException,2024-04-20
2225,2225,1,Validation failed,2024-03-07
2226,2226,1,DbUpdateException,2026-03-15
2227,2227,3,SocialNetworkId inválido,2024-02-13
2228,2228,2,Localidad inexistente,2025-03-11
2229,2229,3,DbUpdateException,2025-05-28
2230,2230,3,Localidad inexistente,2025-07-24
2231,2231,3,DbUpdateException,2024-11-08
2232,2232,1,CSV export format not supported,2024-07-02
2233,2233,1,DbUpdateException,2026-04-05
2234,2234,3,Token expirado,2025-04-25
2235,2235,3,Validation failed,2025-12-03
2236,2236,2,Email inválido,2026-02-26
2237,2237,3,CSV export format not supported,2026-04-07
2238,2238,2,DbUpdateException,2025-01-22
2239,2239,3,SocialNetworkId inválido,2026-04-21
2240,2240,2,Validation failed,2024-07-02
2241,2241,3,SocialNetworkId inválido,2026-05-07
2242,2242,1,Email inválido,2024-02-27
2243,2243,2,Localidad inexistente,2024-05-01
2244,2244,1,Localidad inexistente,2025-11-10
2245,2245,3,SocialNetworkId inválido,2026-06-29
2246,2246,3,CSV export format not supported,2024-08-15
2247,2247,3,SocialNetworkId inválido,2026-06-13
2248,2248,3,SocialNetworkId inválido,2024-04-04
2249,2249,3,CSV export format not supported,2026-06-01
2250,2250,2,CSV export format not supported,2024-08-10
2251,2251,2,Email inválido,2024-08-06
2252,2252,1,Email inválido,2024-10-29
2253,2253,1,Token expirado,2025-11-26
2254,2254,2,SMTP timeout,2024-08-23
2255,2255,2,SMTP timeout,2025-03-21
2256,2256,2,SMTP timeout,2025-12-24
2257,2257,3,Token expirado,2024-03-14
2258,2258,3,DbUpdateException,2024-05-11
2259,2259,1,SocialNetworkId inválido,2024-01-04
2260,2260,2,Token expirado,2026-03-18
2261,2261,3,SocialNetworkId inválido,2024-08-06
2262,2262,3,SMTP timeout,2024-08-20
2263,2263,3,Email inválido,2024-01-26
2264,2264,3,SocialNetworkId inválido,2026-01-26
2265,2265,1,SocialNetworkId inválido,2025-05-02
2266,2266,2,SMTP timeout,2025-09-13
2267,2267,1,Token expirado,2024-08-07
2268,2268,1,DbUpdateException,2024-01-15
2269,2269,3,Localidad inexistente,2025-04-15
2270,2270,3,Validation failed,2025-02-24
2271,2271,3,SocialNetworkId inválido,2024-05-22
2272,2272,1,SMTP timeout,2025-08-17
2273,2273,3,Email inválido,2025-03-12
2274,2274,1,Validation failed,2024-06-19
2275,2275,2,Email inválido,2024-04-06
2276,2276,3,Token expirado,2025-06-17
2277,2277,3,SocialNetworkId inválido,2024-01-30
2278,2278,1,DbUpdateException,2025-12-28
2279,2279,3,DbUpdateException,2024-12-12
2280,2280,3,Validation failed,2025-08-10
2281,2281,2,CSV export format not supported,2025-05-23
2282,2282,2,Email inválido,2024-08-02
2283,2283,1,DbUpdateException,2024-03-15
2284,2284,1,Validation failed,2024-07-24
2285,2285,3,DbUpdateException,2024-03-17
2286,2286,2,CSV export format not supported,2024-07-06
2287,2287,1,SocialNetworkId inválido,2025-09-10
2288,2288,1,Token expirado,2025-04-16
2289,2289,2,Email inválido,2025-04-10
2290,2290,1,Email inválido,2025-11-22
2291,2291,2,CSV export format not supported,2025-11-21
2292,2292,3,Token expirado,2025-04-25
2293,2293,2,SocialNetworkId inválido,2026-02-25
2294,2294,1,Validation failed,2025-04-22
2295,2295,2,SocialNetworkId inválido,2025-06-04
2296,2296,3,CSV export format not supported,2025-09-11
2297,2297,1,Email inválido,2024-10-05
2298,2298,3,Validation failed,2025-05-19
2299,2299,3,CSV export format not supported,2026-01-29
2300,2300,1,DbUpdateException,2025-10-05
2301,2301,1,SMTP timeout,2024-01-25
2302,2302,3,Localidad inexistente,2026-06-18
2303,2303,1,Localidad inexistente,2025-07-21
2304,2304,3,SMTP timeout,2026-01-16
2305,2305,3,Localidad inexistente,2026-01-28
2306,2306,1,Validation failed,2026-04-02
2307,2307,1,Validation failed,2024-01-31
2308,2308,1,Validation failed,2025-08-18
2309,2309,2,Localidad inexistente,2026-03-18
2310,2310,2,DbUpdateException,2024-07-20
2311,2311,3,SocialNetworkId inválido,2024-02-24
2312,2312,2,Token expirado,2025-05-15
2313,2313,2,Email inválido,2026-06-21
2314,2314,1,CSV export format not supported,2024-03-30
2315,2315,3,SMTP timeout,2024-12-15
2316,2316,2,Token expirado,2025-04-23
2317,2317,3,SMTP timeout,2025-05-07
2318,2318,1,CSV export format not supported,2026-06-02
2319,2319,3,Email inválido,2025-10-22
2320,2320,2,CSV export format not supported,2024-12-08
2321,2321,3,SocialNetworkId inválido,2026-04-01
2322,2322,2,CSV export format not supported,2024-02-06
2323,2323,1,CSV export format not supported,2024-07-19
2324,2324,2,SMTP timeout,2025-11-25
2325,2325,3,Validation failed,2024-01-11
2326,2326,3,DbUpdateException,2026-02-01
2327,2327,1,Localidad inexistente,2025-08-24
2328,2328,2,Localidad inexistente,2026-05-15
2329,2329,1,Validation failed,2026-05-03
2330,2330,1,Token expirado,2025-09-06
2331,2331,3,Token expirado,2024-01-31
2332,2332,1,Email inválido,2024-06-16
2333,2333,1,Localidad inexistente,2024-01-23
2334,2334,3,Email inválido,2025-06-25
2335,2335,2,CSV export format not supported,2025-04-04
2336,2336,3,Email inválido,2026-04-30
2337,2337,3,SMTP timeout,2024-06-09
2338,2338,3,CSV export format not supported,2025-05-31
2339,2339,1,Validation failed,2024-12-12
2340,2340,2,DbUpdateException,2024-04-15
2341,2341,1,DbUpdateException,2024-02-01
2342,2342,3,Token expirado,2024-12-06
2343,2343,2,SMTP timeout,2026-05-31
2344,2344,3,CSV export format not supported,2024-12-03
2345,2345,1,CSV export format not supported,2024-10-17
2346,2346,1,Localidad inexistente,2025-09-02
2347,2347,3,CSV export format not supported,2026-05-02
2348,2348,3,Validation failed,2025-03-12
2349,2349,2,SMTP timeout,2025-01-07
2350,2350,2,SMTP timeout,2026-01-21
2351,2351,1,DbUpdateException,2025-05-09
2352,2352,3,Localidad inexistente,2025-05-23
2353,2353,2,Token expirado,2025-07-23
2354,2354,3,Token expirado,2025-07-25
2355,2355,3,Localidad inexistente,2025-06-05
2356,2356,3,Email inválido,2025-05-29
2357,2357,2,SocialNetworkId inválido,2025-11-27
2358,2358,3,SocialNetworkId inválido,2025-02-04
2359,2359,1,Token expirado,2025-11-26
2360,2360,1,SMTP timeout,2024-04-20
2361,2361,3,Email inválido,2025-12-26
2362,2362,1,CSV export format not supported,2024-02-13
2363,2363,3,Validation failed,2024-10-31
2364,2364,3,Localidad inexistente,2026-06-22
2365,2365,2,Validation failed,2025-12-17
2366,2366,2,DbUpdateException,2026-01-15
2367,2367,3,Validation failed,2025-12-01
2368,2368,2,DbUpdateException,2024-04-05
2369,2369,3,DbUpdateException,2025-02-01
2370,2370,2,Validation failed,2024-04-04
2371,2371,1,Localidad inexistente,2024-10-12
2372,2372,2,SocialNetworkId inválido,2026-02-23
2373,2373,3,SMTP timeout,2024-05-22
2374,2374,1,Email inválido,2024-07-09
2375,2375,1,CSV export format not supported,2025-01-31
2376,2376,3,Token expirado,2025-05-28
2377,2377,3,CSV export format not supported,2025-02-12
2378,2378,1,Validation failed,2026-06-26
2379,2379,3,Validation failed,2025-10-16
2380,2380,3,Email inválido,2025-02-24
2381,2381,1,CSV export format not supported,2024-03-03
2382,2382,1,Token expirado,2024-02-21
2383,2383,2,Localidad inexistente,2024-04-13
2384,2384,2,Validation failed,2026-05-02
2385,2385,2,DbUpdateException,2026-05-24
2386,2386,3,CSV export format not supported,2025-02-15
2387,2387,2,CSV export format not supported,2024-05-09
2388,2388,3,Localidad inexistente,2025-09-04
2389,2389,1,Localidad inexistente,2024-04-25
2390,2390,1,Validation failed,2026-01-29
2391,2391,2,Token expirado,2024-04-21
2392,2392,1,Email inválido,2024-09-01
2393,2393,1,Validation failed,2024-10-15
2394,2394,1,Token expirado,2024-08-14
2395,2395,2,SMTP timeout,2024-05-29
2396,2396,3,SMTP timeout,2024-09-04
2397,2397,2,CSV export format not supported,2024-01-08
2398,2398,3,SocialNetworkId inválido,2025-04-18
2399,2399,1,Email inválido,2026-06-09
2400,2400,1,DbUpdateException,2025-12-13
2401,2401,2,CSV export format not supported,2026-06-10
2402,2402,2,SMTP timeout,2026-05-31
2403,2403,2,Token expirado,2024-09-28
2404,2404,3,Token expirado,2024-02-05
2405,2405,3,DbUpdateException,2024-11-19
2406,2406,2,Localidad inexistente,2024-09-10
2407,2407,1,SocialNetworkId inválido,2025-04-21
2408,2408,3,CSV export format not supported,2025-04-04
2409,2409,1,Email inválido,2024-03-03
2410,2410,3,Validation failed,2025-04-04
2411,2411,2,CSV export format not supported,2025-03-31
2412,2412,3,Token expirado,2026-02-20
2413,2413,2,Validation failed,2026-01-04
2414,2414,2,Localidad inexistente,2025-09-08
2415,2415,2,Token expirado,2024-06-01
2416,2416,1,Validation failed,2025-01-26
2417,2417,3,SocialNetworkId inválido,2024-05-30
2418,2418,3,SocialNetworkId inválido,2026-02-17
2419,2419,3,Email inválido,2026-05-31
2420,2420,1,CSV export format not supported,2024-10-12
2421,2421,1,Token expirado,2025-12-07
2422,2422,1,SMTP timeout,2025-05-22
2423,2423,3,DbUpdateException,2025-07-30
2424,2424,2,SocialNetworkId inválido,2025-10-12
2425,2425,1,Email inválido,2026-05-14
2426,2426,3,Token expirado,2024-10-16
2427,2427,2,CSV export format not supported,2025-03-10
2428,2428,2,DbUpdateException,2024-05-13
2429,2429,3,DbUpdateException,2025-09-13
2430,2430,2,SMTP timeout,2025-09-10
2431,2431,2,Validation failed,2024-07-23
2432,2432,2,Email inválido,2026-04-09
2433,2433,3,Email inválido,2025-10-04
2434,2434,3,Token expirado,2024-05-15
2435,2435,1,CSV export format not supported,2025-03-09
2436,2436,2,DbUpdateException,2024-07-09
2437,2437,1,SocialNetworkId inválido,2024-06-18
2438,2438,2,CSV export format not supported,2024-01-09
2439,2439,2,SocialNetworkId inválido,2025-05-08
2440,2440,2,Email inválido,2025-11-16
2441,2441,2,CSV export format not supported,2025-12-07
2442,2442,1,CSV export format not supported,2024-02-05
2443,2443,2,CSV export format not supported,2024-07-23
2444,2444,3,DbUpdateException,2024-01-17
2445,2445,2,DbUpdateException,2024-11-03
2446,2446,3,SocialNetworkId inválido,2025-08-21
2447,2447,1,Email inválido,2025-09-29
2448,2448,3,SocialNetworkId inválido,2024-11-10
2449,2449,2,SocialNetworkId inválido,2024-07-12
2450,2450,2,DbUpdateException,2024-11-05
2451,2451,3,SMTP timeout,2026-04-30
2452,2452,3,CSV export format not supported,2024-10-18
2453,2453,3,DbUpdateException,2024-10-09
2454,2454,1,Localidad inexistente,2024-02-21
2455,2455,1,SMTP timeout,2024-07-13
2456,2456,2,Localidad inexistente,2024-04-19
2457,2457,2,Email inválido,2026-01-19
2458,2458,3,Token expirado,2025-02-05
2459,2459,3,CSV export format not supported,2024-04-29
2460,2460,3,SMTP timeout,2024-12-03
2461,2461,2,SocialNetworkId inválido,2025-12-03
2462,2462,3,Validation failed,2026-02-08
2463,2463,1,SMTP timeout,2024-05-03
2464,2464,1,DbUpdateException,2025-04-06
2465,2465,2,CSV export format not supported,2025-01-07
2466,2466,3,Validation failed,2025-01-29
2467,2467,3,SocialNetworkId inválido,2024-07-14
2468,2468,2,Email inválido,2024-08-10
2469,2469,1,Validation failed,2024-01-13
2470,2470,1,Token expirado,2024-09-05
2471,2471,2,CSV export format not supported,2024-09-04
2472,2472,3,Validation failed,2024-05-17
2473,2473,3,SMTP timeout,2025-12-18
2474,2474,3,Email inválido,2026-03-23
2475,2475,1,SMTP timeout,2025-01-14
2476,2476,2,Validation failed,2024-07-06
2477,2477,3,Token expirado,2026-05-14
2478,2478,3,Validation failed,2025-07-18
2479,2479,3,CSV export format not supported,2026-05-04
2480,2480,1,Email inválido,2025-04-12
2481,2481,2,CSV export format not supported,2024-03-23
2482,2482,2,DbUpdateException,2025-11-02
2483,2483,2,Validation failed,2026-03-12
2484,2484,3,SocialNetworkId inválido,2025-07-13
2485,2485,1,Token expirado,2025-01-02
2486,2486,3,DbUpdateException,2024-02-05
2487,2487,3,Localidad inexistente,2025-12-06
2488,2488,3,Email inválido,2025-11-19
2489,2489,2,Email inválido,2024-12-09
2490,2490,3,Localidad inexistente,2024-05-17
2491,2491,1,CSV export format not supported,2026-04-25
2492,2492,2,SMTP timeout,2026-05-31
2493,2493,2,CSV export format not supported,2026-02-06
2494,2494,1,Localidad inexistente,2025-09-12
2495,2495,3,DbUpdateException,2024-02-25
2496,2496,3,Token expirado,2026-03-31
2497,2497,1,DbUpdateException,2024-05-12
2498,2498,2,SocialNetworkId inválido,2024-02-16
2499,2499,3,SocialNetworkId inválido,2025-04-01
2500,2500,1,DbUpdateException,2024-01-12
2501,2501,2,SocialNetworkId inválido,2024-08-06
2502,2502,3,SocialNetworkId inválido,2026-04-04
2503,2503,2,CSV export format not supported,2024-07-23
2504,2504,3,SMTP timeout,2026-01-08
2505,2505,2,CSV export format not supported,2026-05-31
2506,2506,2,CSV export format not supported,2025-06-19
2507,2507,2,SocialNetworkId inválido,2026-06-04
2508,2508,2,Localidad inexistente,2025-08-10
2509,2509,2,Token expirado,2024-10-08
