CompensationRequestId,UserId,SucursalId,CompensationRequestStateId,Observations,ErrorId,ErrorMessage,ErrorDetails,CreatedAt,ClosedAt,IsOpen
2595,112,750,2,UpdateSucursalCommandHandler - incidente simulado 2595,3,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-11,2025-10-14,2025-11-01,0
2596,8,755,2,CompensationRequestExportQueryHandler - incidente simulado 2596,3,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-12,2026-06-30,2026-07-16,0
2597,72,246,1,EmailService.SendAsync - incidente simulado 2597,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-13,2024-02-15,,1
2598,80,291,4,BulkCreateSucursalesCommandHandler - incidente simulado 2598,3,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-14,2024-02-02,,1
2599,129,720,2,EmailService.SendAsync - incidente simulado 2599,3,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-15,2025-07-27,2025-08-11,0
2600,78,7,1,CompensationRequestExportQueryHandler - incidente simulado 2600,2,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-16,2026-06-14,,1
2601,75,779,3,BulkCreateSucursalesCommandHandler - incidente simulado 2601,2,SMTP timeout,BulkCreateSucursalesCommandHandler: SMTP timeout. RunId MOCK-0,2025-01-18,2025-02-05,0
2602,17,257,2,CreateLocalidadCommandHandler - incidente simulado 2602,2,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-1,2024-03-09,2024-03-13,0
2603,42,140,2,UpdateSucursalCommandHandler - incidente simulado 2603,2,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-2,2025-03-04,2025-03-11,0
2604,81,577,2,UpdateSucursalCommandHandler - incidente simulado 2604,3,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-3,2026-06-09,2026-06-10,0
2605,75,736,3,UpdateSucursalCommandHandler - incidente simulado 2605,1,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-4,2025-12-16,2025-12-25,0
2606,94,683,2,CompensationRequestExportQueryHandler - incidente simulado 2606,3,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-5,2024-12-25,2025-01-03,0
2607,81,428,2,CreateSucursalCommandHandler - incidente simulado 2607,2,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-6,2025-04-20,2025-05-08,0
2608,113,669,4,VerifyEmailCommandHandler - incidente simulado 2608,2,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-7,2024-03-27,,1
2609,122,737,4,EmailService.SendAsync - incidente simulado 2609,3,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-8,2026-03-16,,1
2610,144,362,3,EmailService.SendAsync - incidente simulado 2610,2,Localidad inexistente,EmailService.SendAsync: Localidad inexistente. RunId MOCK-9,2025-02-14,2025-02-19,0
2611,80,338,2,UpdateSucursalCommandHandler - incidente simulado 2611,2,Validation failed,UpdateSucursalCommandHandler: Validation failed. RunId MOCK-10,2025-11-18,2025-11-29,0
2612,143,514,2,CompensationRequestExportQueryHandler - incidente simulado 2612,2,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-11,2025-05-17,2025-06-02,0
2613,111,79,2,UpdateSucursalCommandHandler - incidente simulado 2613,2,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-12,2025-01-04,2025-01-22,0
2614,135,443,2,CompensationRequestExportQueryHandler - incidente simulado 2614,3,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-13,2024-02-11,2024-02-20,0
2615,52,599,3,EmailService.SendAsync - incidente simulado 2615,1,Validation failed,EmailService.SendAsync: Validation failed. RunId MOCK-14,2025-01-24,2025-01-26,0
2616,23,558,4,CreateSucursalCommandHandler - incidente simulado 2616,2,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-15,2026-03-30,,1
2617,28,115,4,CreateSucursalCommandHandler - incidente simulado 2617,1,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-16,2026-04-20,,1
2618,134,511,2,CreateLocalidadCommandHandler - incidente simulado 2618,2,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-0,2024-01-22,2024-02-02,0
2619,88,77,2,EmailService.SendAsync - incidente simulado 2619,1,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-1,2025-12-14,2025-12-23,0
2620,82,75,2,CompensationRequestExportQueryHandler - incidente simulado 2620,2,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-2,2025-09-15,2025-09-30,0
2621,90,407,2,CreateUserCommandHandler - incidente simulado 2621,3,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-3,2025-05-28,2025-06-11,0
2622,65,70,4,CreateLocalidadCommandHandler - incidente simulado 2622,3,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-4,2025-11-03,,1
2623,32,615,4,EmailService.SendAsync - incidente simulado 2623,2,Localidad inexistente,EmailService.SendAsync: Localidad inexistente. RunId MOCK-5,2025-06-30,,1
2624,79,650,4,VerifyEmailCommandHandler - incidente simulado 2624,2,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-6,2026-04-21,,1
2625,36,442,4,EmailService.SendAsync - incidente simulado 2625,2,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-7,2025-12-21,,1
2626,124,579,2,CreateUserCommandHandler - incidente simulado 2626,2,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-8,2024-04-29,2024-05-19,0
2627,15,696,4,CompensationRequestExportQueryHandler - incidente simulado 2627,1,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-9,2026-04-12,,1
2628,139,677,3,CreateSucursalCommandHandler - incidente simulado 2628,3,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-10,2026-01-07,2026-01-22,0
2629,147,43,1,CreateLocalidadCommandHandler - incidente simulado 2629,3,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-11,2024-05-11,,1
2630,107,706,4,VerifyEmailCommandHandler - incidente simulado 2630,1,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-12,2026-01-18,,1
2631,61,617,1,EmailService.SendAsync - incidente simulado 2631,2,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-13,2024-02-06,,1
2632,99,132,1,CreateUserCommandHandler - incidente simulado 2632,1,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-14,2024-12-27,,1
2633,14,659,2,CreateSucursalCommandHandler - incidente simulado 2633,3,Email inválido,CreateSucursalCommandHandler: Email inválido. RunId MOCK-15,2025-11-20,2025-12-06,0
2634,71,164,2,VerifyEmailCommandHandler - incidente simulado 2634,2,SocialNetworkId inválido,VerifyEmailCommandHandler: SocialNetworkId inválido. RunId MOCK-16,2026-05-25,2026-05-27,0
2635,125,287,2,CreateLocalidadCommandHandler - incidente simulado 2635,3,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-0,2025-06-25,2025-07-07,0
2636,132,56,2,CreateUserCommandHandler - incidente simulado 2636,3,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-1,2026-02-02,2026-02-21,0
2637,7,635,2,CreateUserCommandHandler - incidente simulado 2637,1,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-2,2024-05-23,2024-05-24,0
2638,34,775,2,CreateLocalidadCommandHandler - incidente simulado 2638,1,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-3,2024-04-08,2024-04-24,0
2639,113,408,2,CreateLocalidadCommandHandler - incidente simulado 2639,2,DbUpdateException,CreateLocalidadCommandHandler: DbUpdateException. RunId MOCK-4,2025-10-20,2025-10-23,0
2640,80,571,2,CreateLocalidadCommandHandler - incidente simulado 2640,3,Token expirado,CreateLocalidadCommandHandler: Token expirado. RunId MOCK-5,2025-03-30,2025-04-03,0
2641,87,700,1,EmailService.SendAsync - incidente simulado 2641,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-6,2024-04-09,,1
2642,46,474,3,UpdateSucursalCommandHandler - incidente simulado 2642,2,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-7,2024-08-10,2024-08-12,0
2643,57,652,1,CreateUserCommandHandler - incidente simulado 2643,3,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-8,2024-12-20,,1
2644,74,458,2,CreateLocalidadCommandHandler - incidente simulado 2644,2,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-9,2024-02-21,2024-03-08,0
2645,57,461,4,UpdateSucursalCommandHandler - incidente simulado 2645,2,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-10,2025-12-22,,1
2646,146,714,1,CreateLocalidadCommandHandler - incidente simulado 2646,3,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-11,2025-09-06,,1
2647,22,758,2,VerifyEmailCommandHandler - incidente simulado 2647,1,SMTP timeout,VerifyEmailCommandHandler: SMTP timeout. RunId MOCK-12,2025-04-18,2025-04-21,0
2648,23,47,4,EmailService.SendAsync - incidente simulado 2648,1,Token expirado,EmailService.SendAsync: Token expirado. RunId MOCK-13,2024-07-10,,1
2649,101,274,3,VerifyEmailCommandHandler - incidente simulado 2649,1,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-14,2024-10-09,2024-10-19,0
2650,65,151,1,EmailService.SendAsync - incidente simulado 2650,3,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-15,2026-04-23,,1
2651,39,170,4,CreateSucursalCommandHandler - incidente simulado 2651,3,CSV export format not supported,CreateSucursalCommandHandler: CSV export format not supported. RunId MOCK-16,2026-02-17,,1
2652,130,457,2,CompensationRequestExportQueryHandler - incidente simulado 2652,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-0,2026-01-05,2026-01-23,0
2653,139,769,1,CreateUserCommandHandler - incidente simulado 2653,3,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-1,2025-05-08,,1
2654,55,650,1,CreateSucursalCommandHandler - incidente simulado 2654,2,Validation failed,CreateSucursalCommandHandler: Validation failed. RunId MOCK-2,2024-02-10,,1
2655,85,291,2,CompensationRequestExportQueryHandler - incidente simulado 2655,2,CSV export format not supported,CompensationRequestExportQueryHandler: CSV export format not supported. RunId MOCK-3,2025-06-10,2025-06-23,0
2656,8,248,1,VerifyEmailCommandHandler - incidente simulado 2656,1,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-4,2025-02-27,,1
2657,97,363,2,UpdateSucursalCommandHandler - incidente simulado 2657,1,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-5,2026-04-02,2026-04-16,0
2658,86,124,1,EmailService.SendAsync - incidente simulado 2658,2,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-6,2026-02-28,,1
2659,28,747,2,BulkCreateSucursalesCommandHandler - incidente simulado 2659,3,Token expirado,BulkCreateSucursalesCommandHandler: Token expirado. RunId MOCK-7,2025-05-21,2025-06-06,0
2660,84,422,2,CreateLocalidadCommandHandler - incidente simulado 2660,3,Validation failed,CreateLocalidadCommandHandler: Validation failed. RunId MOCK-8,2025-11-21,2025-11-22,0
2661,115,762,4,CreateUserCommandHandler - incidente simulado 2661,3,Email inválido,CreateUserCommandHandler: Email inválido. RunId MOCK-9,2025-10-17,,1
2662,36,91,2,VerifyEmailCommandHandler - incidente simulado 2662,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-10,2024-07-05,2024-07-06,0
2663,91,492,1,VerifyEmailCommandHandler - incidente simulado 2663,1,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-11,2026-06-27,,1
2664,102,424,1,CreateUserCommandHandler - incidente simulado 2664,3,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-12,2026-01-07,,1
2665,15,190,2,VerifyEmailCommandHandler - incidente simulado 2665,3,Email inválido,VerifyEmailCommandHandler: Email inválido. RunId MOCK-13,2024-03-12,2024-04-01,0
2666,144,147,1,UpdateSucursalCommandHandler - incidente simulado 2666,3,SMTP timeout,UpdateSucursalCommandHandler: SMTP timeout. RunId MOCK-14,2025-07-12,,1
2667,49,621,2,UpdateSucursalCommandHandler - incidente simulado 2667,2,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-15,2025-09-26,2025-10-01,0
2668,35,571,2,VerifyEmailCommandHandler - incidente simulado 2668,1,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-16,2025-10-15,2025-10-24,0
2669,14,559,2,CreateLocalidadCommandHandler - incidente simulado 2669,3,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-0,2026-04-04,2026-04-19,0
2670,13,449,2,CompensationRequestExportQueryHandler - incidente simulado 2670,2,Localidad inexistente,CompensationRequestExportQueryHandler: Localidad inexistente. RunId MOCK-1,2025-11-03,2025-11-20,0
2671,144,228,2,EmailService.SendAsync - incidente simulado 2671,3,DbUpdateException,EmailService.SendAsync: DbUpdateException. RunId MOCK-2,2024-11-06,2024-11-20,0
2672,92,747,2,EmailService.SendAsync - incidente simulado 2672,1,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-3,2025-08-01,2025-08-02,0
2673,147,489,2,EmailService.SendAsync - incidente simulado 2673,3,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-4,2025-08-16,2025-08-22,0
2674,115,753,2,UpdateSucursalCommandHandler - incidente simulado 2674,1,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-5,2025-08-02,2025-08-08,0
2675,122,57,4,EmailService.SendAsync - incidente simulado 2675,3,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-6,2025-10-09,,1
2676,65,441,2,CreateUserCommandHandler - incidente simulado 2676,3,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-7,2024-06-30,2024-07-14,0
2677,23,560,2,VerifyEmailCommandHandler - incidente simulado 2677,3,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-8,2024-02-17,2024-02-19,0
2678,44,279,1,EmailService.SendAsync - incidente simulado 2678,3,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-9,2025-02-09,,1
2679,134,438,4,CreateLocalidadCommandHandler - incidente simulado 2679,3,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-10,2024-09-17,,1
2680,144,554,1,VerifyEmailCommandHandler - incidente simulado 2680,3,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-11,2026-03-30,,1
2681,32,405,2,CreateUserCommandHandler - incidente simulado 2681,1,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-12,2025-11-02,2025-11-21,0
2682,127,506,2,UpdateSucursalCommandHandler - incidente simulado 2682,1,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-13,2025-04-25,2025-05-15,0
2683,8,79,2,UpdateSucursalCommandHandler - incidente simulado 2683,1,SMTP timeout,UpdateSucursalCommandHandler: SMTP timeout. RunId MOCK-14,2025-09-16,2025-09-29,0
2684,62,594,2,CreateSucursalCommandHandler - incidente simulado 2684,1,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-15,2025-05-28,2025-06-01,0
2685,18,299,1,EmailService.SendAsync - incidente simulado 2685,1,Email inválido,EmailService.SendAsync: Email inválido. RunId MOCK-16,2024-08-09,,1
2686,63,126,1,CreateSucursalCommandHandler - incidente simulado 2686,1,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-0,2025-07-20,,1
2687,63,101,1,CreateLocalidadCommandHandler - incidente simulado 2687,1,Localidad inexistente,CreateLocalidadCommandHandler: Localidad inexistente. RunId MOCK-1,2024-07-10,,1
2688,2,707,2,CreateSucursalCommandHandler - incidente simulado 2688,3,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-2,2025-10-12,2025-10-16,0
2689,76,317,3,CreateUserCommandHandler - incidente simulado 2689,3,SMTP timeout,CreateUserCommandHandler: SMTP timeout. RunId MOCK-3,2025-01-20,2025-02-06,0
2690,96,75,3,CompensationRequestExportQueryHandler - incidente simulado 2690,2,SocialNetworkId inválido,CompensationRequestExportQueryHandler: SocialNetworkId inválido. RunId MOCK-4,2024-08-11,2024-08-22,0
2691,15,733,2,BulkCreateSucursalesCommandHandler - incidente simulado 2691,3,CSV export format not supported,BulkCreateSucursalesCommandHandler: CSV export format not supported. RunId MOCK-5,2025-05-19,2025-06-06,0
2692,66,55,2,UpdateSucursalCommandHandler - incidente simulado 2692,2,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-6,2024-05-16,2024-05-18,0
2693,146,657,3,CreateUserCommandHandler - incidente simulado 2693,1,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-7,2026-01-20,2026-01-24,0
2694,96,615,1,CreateSucursalCommandHandler - incidente simulado 2694,2,Localidad inexistente,CreateSucursalCommandHandler: Localidad inexistente. RunId MOCK-8,2024-07-28,,1
2695,48,729,2,UpdateSucursalCommandHandler - incidente simulado 2695,2,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-9,2024-09-28,2024-10-13,0
2696,57,115,1,UpdateSucursalCommandHandler - incidente simulado 2696,3,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-10,2025-01-04,,1
2697,43,396,2,UpdateSucursalCommandHandler - incidente simulado 2697,3,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-11,2025-04-23,2025-05-09,0
2698,111,480,3,BulkCreateSucursalesCommandHandler - incidente simulado 2698,2,SocialNetworkId inválido,BulkCreateSucursalesCommandHandler: SocialNetworkId inválido. RunId MOCK-12,2026-02-06,2026-02-24,0
2699,86,194,4,CreateLocalidadCommandHandler - incidente simulado 2699,1,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-13,2024-05-18,,1
2700,44,42,1,CreateSucursalCommandHandler - incidente simulado 2700,2,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-14,2026-02-11,,1
2701,6,290,2,CreateLocalidadCommandHandler - incidente simulado 2701,3,Email inválido,CreateLocalidadCommandHandler: Email inválido. RunId MOCK-15,2025-05-09,2025-05-10,0
2702,88,29,1,BulkCreateSucursalesCommandHandler - incidente simulado 2702,2,Localidad inexistente,BulkCreateSucursalesCommandHandler: Localidad inexistente. RunId MOCK-16,2024-07-21,,1
2703,141,299,1,CreateLocalidadCommandHandler - incidente simulado 2703,2,SMTP timeout,CreateLocalidadCommandHandler: SMTP timeout. RunId MOCK-0,2026-03-25,,1
2704,116,625,1,VerifyEmailCommandHandler - incidente simulado 2704,3,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-1,2025-04-02,,1
2705,116,403,1,CreateUserCommandHandler - incidente simulado 2705,3,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-2,2026-01-21,,1
2706,84,736,3,CreateUserCommandHandler - incidente simulado 2706,2,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-3,2024-10-28,2024-10-29,0
2707,36,562,2,CompensationRequestExportQueryHandler - incidente simulado 2707,2,Email inválido,CompensationRequestExportQueryHandler: Email inválido. RunId MOCK-4,2024-06-16,2024-06-22,0
2708,93,111,2,UpdateSucursalCommandHandler - incidente simulado 2708,3,Localidad inexistente,UpdateSucursalCommandHandler: Localidad inexistente. RunId MOCK-5,2026-05-17,2026-05-20,0
2709,137,32,1,CreateUserCommandHandler - incidente simulado 2709,1,Validation failed,CreateUserCommandHandler: Validation failed. RunId MOCK-6,2026-04-26,,1
2710,103,323,1,VerifyEmailCommandHandler - incidente simulado 2710,1,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-7,2025-09-02,,1
2711,20,737,2,VerifyEmailCommandHandler - incidente simulado 2711,3,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-8,2025-11-21,2025-11-24,0
2712,131,570,2,CompensationRequestExportQueryHandler - incidente simulado 2712,2,Validation failed,CompensationRequestExportQueryHandler: Validation failed. RunId MOCK-9,2025-11-15,2025-11-28,0
2713,115,756,1,VerifyEmailCommandHandler - incidente simulado 2713,3,Localidad inexistente,VerifyEmailCommandHandler: Localidad inexistente. RunId MOCK-10,2025-11-04,,1
2714,148,64,2,CreateUserCommandHandler - incidente simulado 2714,3,SocialNetworkId inválido,CreateUserCommandHandler: SocialNetworkId inválido. RunId MOCK-11,2025-10-11,2025-10-15,0
2715,103,476,1,EmailService.SendAsync - incidente simulado 2715,3,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-12,2026-05-14,,1
2716,8,99,2,VerifyEmailCommandHandler - incidente simulado 2716,2,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-13,2024-03-13,2024-03-29,0
2717,20,495,3,VerifyEmailCommandHandler - incidente simulado 2717,2,Token expirado,VerifyEmailCommandHandler: Token expirado. RunId MOCK-14,2024-06-05,2024-06-20,0
2718,90,236,1,CreateSucursalCommandHandler - incidente simulado 2718,1,DbUpdateException,CreateSucursalCommandHandler: DbUpdateException. RunId MOCK-15,2026-06-24,,1
2719,49,747,3,UpdateSucursalCommandHandler - incidente simulado 2719,2,Token expirado,UpdateSucursalCommandHandler: Token expirado. RunId MOCK-16,2025-05-31,2025-06-05,0
2720,135,578,2,UpdateSucursalCommandHandler - incidente simulado 2720,3,DbUpdateException,UpdateSucursalCommandHandler: DbUpdateException. RunId MOCK-0,2024-12-27,2025-01-14,0
2721,44,635,2,UpdateSucursalCommandHandler - incidente simulado 2721,2,CSV export format not supported,UpdateSucursalCommandHandler: CSV export format not supported. RunId MOCK-1,2024-08-29,2024-09-18,0
2722,66,31,2,CreateSucursalCommandHandler - incidente simulado 2722,3,SMTP timeout,CreateSucursalCommandHandler: SMTP timeout. RunId MOCK-2,2025-10-05,2025-10-25,0
2723,74,547,2,VerifyEmailCommandHandler - incidente simulado 2723,2,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-3,2025-05-30,2025-06-09,0
2724,101,694,2,CreateUserCommandHandler - incidente simulado 2724,2,Token expirado,CreateUserCommandHandler: Token expirado. RunId MOCK-4,2025-11-24,2025-12-06,0
2725,104,171,2,EmailService.SendAsync - incidente simulado 2725,2,CSV export format not supported,EmailService.SendAsync: CSV export format not supported. RunId MOCK-5,2024-09-02,2024-09-07,0
2726,1,400,4,CreateUserCommandHandler - incidente simulado 2726,3,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-6,2024-12-07,,1
2727,16,120,1,CreateUserCommandHandler - incidente simulado 2727,2,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-7,2026-05-22,,1
2728,88,182,1,CreateUserCommandHandler - incidente simulado 2728,2,DbUpdateException,CreateUserCommandHandler: DbUpdateException. RunId MOCK-8,2026-06-17,,1
2729,56,200,1,EmailService.SendAsync - incidente simulado 2729,3,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-9,2025-02-14,,1
2730,79,209,2,CreateLocalidadCommandHandler - incidente simulado 2730,2,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-10,2024-02-02,2024-02-11,0
2731,76,582,1,VerifyEmailCommandHandler - incidente simulado 2731,2,DbUpdateException,VerifyEmailCommandHandler: DbUpdateException. RunId MOCK-11,2024-03-27,,1
2732,46,641,2,BulkCreateSucursalesCommandHandler - incidente simulado 2732,3,DbUpdateException,BulkCreateSucursalesCommandHandler: DbUpdateException. RunId MOCK-12,2025-10-18,2025-10-28,0
2733,32,418,1,UpdateSucursalCommandHandler - incidente simulado 2733,2,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-13,2025-06-01,,1
2734,74,183,2,VerifyEmailCommandHandler - incidente simulado 2734,1,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-14,2025-05-17,2025-06-05,0
2735,96,784,2,CreateUserCommandHandler - incidente simulado 2735,1,CSV export format not supported,CreateUserCommandHandler: CSV export format not supported. RunId MOCK-15,2024-09-16,2024-10-05,0
2736,67,378,3,CreateLocalidadCommandHandler - incidente simulado 2736,1,SocialNetworkId inválido,CreateLocalidadCommandHandler: SocialNetworkId inválido. RunId MOCK-16,2024-09-02,2024-09-05,0
2737,87,477,2,CreateUserCommandHandler - incidente simulado 2737,2,Localidad inexistente,CreateUserCommandHandler: Localidad inexistente. RunId MOCK-0,2024-10-11,2024-10-29,0
2738,36,258,2,CreateSucursalCommandHandler - incidente simulado 2738,3,SocialNetworkId inválido,CreateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-1,2024-11-28,2024-12-11,0
2739,79,211,2,EmailService.SendAsync - incidente simulado 2739,3,SMTP timeout,EmailService.SendAsync: SMTP timeout. RunId MOCK-2,2026-01-30,2026-02-01,0
2740,7,387,2,EmailService.SendAsync - incidente simulado 2740,2,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-3,2025-10-09,2025-10-29,0
2741,17,532,2,BulkCreateSucursalesCommandHandler - incidente simulado 2741,2,SMTP timeout,BulkCreateSucursalesCommandHandler: SMTP timeout. RunId MOCK-4,2026-02-06,2026-02-22,0
2742,22,359,1,VerifyEmailCommandHandler - incidente simulado 2742,1,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-5,2024-12-12,,1
2743,21,426,4,UpdateSucursalCommandHandler - incidente simulado 2743,2,Email inválido,UpdateSucursalCommandHandler: Email inválido. RunId MOCK-6,2024-04-20,,1
2744,143,636,2,CompensationRequestExportQueryHandler - incidente simulado 2744,1,SMTP timeout,CompensationRequestExportQueryHandler: SMTP timeout. RunId MOCK-7,2024-09-17,2024-10-05,0
2745,45,62,2,UpdateSucursalCommandHandler - incidente simulado 2745,1,SocialNetworkId inválido,UpdateSucursalCommandHandler: SocialNetworkId inválido. RunId MOCK-8,2026-05-30,2026-06-17,0
2746,96,38,2,VerifyEmailCommandHandler - incidente simulado 2746,3,SMTP timeout,VerifyEmailCommandHandler: SMTP timeout. RunId MOCK-9,2024-09-27,2024-10-12,0
2747,42,34,2,CompensationRequestExportQueryHandler - incidente simulado 2747,3,DbUpdateException,CompensationRequestExportQueryHandler: DbUpdateException. RunId MOCK-10,2025-01-24,2025-01-26,0
2748,4,658,2,VerifyEmailCommandHandler - incidente simulado 2748,2,Validation failed,VerifyEmailCommandHandler: Validation failed. RunId MOCK-11,2024-03-27,2024-04-12,0
2749,91,593,1,EmailService.SendAsync - incidente simulado 2749,3,SocialNetworkId inválido,EmailService.SendAsync: SocialNetworkId inválido. RunId MOCK-12,2025-05-15,,1
2750,83,676,2,VerifyEmailCommandHandler - incidente simulado 2750,3,CSV export format not supported,VerifyEmailCommandHandler: CSV export format not supported. RunId MOCK-13,2025-06-15,2025-07-01,0
